S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,West Bengal,Kolkata,4 Star,With Alcohol,AAURIS UNIT OF MODERN INNS PRIVATE LIMITED,4 ROBINSON STREET  KOLKATA 700017,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,West Bengal,Kolkata,4 Star,With Alcohol,ALTAIR A UNIT OF AMBUJA REALTY DEVELOPMENT LTD ,ECOCENTRE  GROUND FLOOR LOBBY  19TH  20TH AND 21ST FLOOR  EM 4  EM BLOCK  SECTOR V  SALT LAKE,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,West Bengal,Kolkata,4 Star,With Alcohol,Hotel Monotel,DM 2  Sector V  Salt Lake  Beside Gate No  4 of Wipro ,109,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,641 MONDALGANTHI RAMAKRISHNAPALLY VIP ROAD KAIKHALI KOPLKATA 700052,109,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,641 MONDOL GANTHI RAMAKRISHNAPALLY   VIP ROAD   KAIKHALI  KOLKATA 700 052,109,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,West Bengal,Kolkata,4 Star,With Alcohol,New Kenilworth Hotel Pvt  Ltd ,1 2  Little Russel Street,101,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,West Bengal,Kolkata,4 Star,With Alcohol,THE ASTOR  KOLKATA,15  SHAKESPEARE SARANI  ,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,West Bengal,Kolkata,4 Star,With Alcohol,THE SONNET,BLOCK DD  PLOT NO 8  SECTOR 1  SALT LAKE  KOLKATA   700 064 ,64,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,West Bengal,Purulia,4 Star,With Alcohol,HOTEL AKASH SAROVAR,East Lake Road  Near Surya Mandir  Purulia,34,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Andaman And Nicobar,Port Blair ,4 Star,Without Alcohol,HOTEL AQUAGREEN A UNIT OF SOUTHERNS HOLDINGS AND INVESTMENTS CHENNAI PRIVATE LIMITED,KEYS SELECT HOTEL AQUAGREEN OPPOSITE TO AIRPORT EXIT GATE  LAMBA LINE JUNGLI GHAT  Port Blair ,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Andhra Pradesh,Visakhapatnam,4 Star,Without Alcohol,PALM BEACH HOTEL,D NO  6 24 3 BEACH ROAD VISHAKAPATNAM,74,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Chhattisgarh,Raipur ,4 Star,Without Alcohol,Ariena   The Boutique Hotel,608 3  Opp Oswal Petrol Pump  VIP Square  ,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Chhattisgarh,Raipur ,4 Star,Without Alcohol,HOtel Vennington Court,Fafadih Chowk  Beside RAheja Tower  Raipur,57,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Delhi,Delhi,4 Star,Without Alcohol,Svelte Hotel And Personal Suites,A 3  District Center  Select Citywalk  Saket,97,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Delhi,New Delhi,4 Star,Without Alcohol,Crowne Plaza New Delhi Rohini,CROWNE PLAZA NEW DELHI ROHINI TWIN DISTRICT CENTRE SECTOR 10 ROHINI NEW DELHI 110085,183,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Gujarat,Ahmedabad,4 Star,Without Alcohol,BINORI HOTEL PVT LTD,22 1 B  NEAR MUKTIDHAM THALTEJ CROSS ROAD S G HIGHWAY AHMADABAD,69,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Gujarat,Ahmedabad,4 Star,Without Alcohol,Gulmohar Greens   Golf Country Club Limited,Gulmohar Greens   Golf   Country Club Limited   next to  Gokul Vrindavan   off Sarkhej   Sanand Highway  Village  Kolat  Taluka  Sanand  District  Ahmedabad,54,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Gujarat,Ahmedabad,4 Star,Without Alcohol,hotel kristar llp,plot no 233 opp sunvilla zydus hebadpur crossing thaltej ahmedabad gujarat india ,20,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL RAMADA UNIT OF HOTEL SANKALP RECREATION PVT  LTD ,SURVEY NO 948 CORPORATE ROAD PRAHLADNAGAR OFF S G HIGHWAY AHMEDABAD 380015 ,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL SILVER CLOUD,HOTEL SILVER CLOUD  FP NO 726   727  OPP  GANDHI ASHRAM AND DANDI BRIDGE  WADAJ  AHMEDABAD,73,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
